,lat,lon,speed,temp,Humidity,datetime
86,22.79257,76.803217,3.0,42.0,,2018-08-22 02:49:27.128649
87,22.79257,76.803217,1.0,42.0,,2018-08-22 02:49:31.606702
88,22.79257,76.803217,5.0,34.0,,2018-08-22 02:49:33.986418
89,22.79257,76.803217,0.0,42.0,,2018-08-22 03:25:51.366248
90,22.79257,76.803217,0.0,42.0,,2018-08-22 03:25:55.746129
91,22.79257,76.803217,0.0,42.0,,2018-08-22 03:25:58.005071
92,22.79257,76.803217,0.0,42.0,,2018-08-22 03:26:00.265951
93,22.79257,76.803217,0.0,42.0,,2018-08-22 03:26:02.526300
94,22.79257,76.803217,0.0,40.0,,2018-08-22 03:26:04.782573
95,22.79257,76.803217,0.0,39.0,,2018-08-22 03:26:09.087959
96,22.79257,76.803217,0.0,42.0,,2018-08-22 03:26:11.396286
97,22.79257,76.803217,0.0,,,2018-08-22 05:26:22.472493
98,22.79257,76.803217,0.0,,,2018-08-22 05:26:24.776955
99,22.79257,76.803217,0.0,,,2018-08-22 05:26:27.154512
100,22.79257,76.803217,0.0,,,2018-08-22 05:26:31.535351
101,22.79257,76.803217,0.0,,,2018-08-22 05:26:33.817222
102,22.79257,76.803217,0.0,,,2018-08-23 05:30:30.378200
103,22.79257,76.803217,0.0,,,2018-08-23 05:30:34.767922
104,22.79257,76.803217,0.0,,,2018-08-23 05:30:39.072046
105,22.79257,76.803217,0.0,,,2018-08-23 05:30:41.328568
106,22.79257,76.803217,0.0,,,2018-08-23 05:30:43.587765
107,22.79257,76.803217,0.0,,,2018-08-23 05:33:49.027198
108,22.79257,76.803217,0.0,,,2018-08-23 05:33:51.457799
109,22.79257,76.803217,0.0,,,2018-08-23 05:33:55.837102
110,22.79257,76.803217,0.0,,,2018-08-23 05:33:58.147325
111,22.79257,76.803217,0.0,,,2018-08-23 05:36:12.983630
112,22.79257,76.803217,0.0,,,2018-08-23 05:36:15.422120
113,22.79257,76.803217,0.0,,,2018-08-23 14:45:35.415476
114,22.79257,76.803217,0.0,,,2018-08-23 14:45:37.814349
